movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact,month,week,day_of_week,is_weekend,is_festival_period,min_wt,max_wt,price_per_gram,relative_price
191,STORE_4_V10190,2025-08-25,SALE,83,LBL00007,1.0,3.757,3.352,0.002,3.07,916,MAIN_STORE,17026.43,5371.41,2025-08-25,H667650,NECKLACE LBL00031,PENDANT,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,1,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–5 GM,GOLD CHAINS,STORE_4,LBL00007,H507523,PENDANT LBL00007,PENDANT,916.0,4.247,4.175,0.046,3.824,1.0,DES5445,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:04.895925,83.0,Customer_83,Customer,Net 0,917953850512.0,8,35,0,0,1,0,5.0,5079.482374856094,0.9620279070953143
192,STORE_4_V10191,2025-08-25,SALE,69,LBL00168,1.0,7.106,6.647,0.0,3.888,585,MAIN_STORE,24214.43,5635.34,2025-08-25,H667650,NECKLACE LBL00031,PENDANT,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00168,H589554,PENDANT LBL00168,PENDANT,585.0,6.998,6.618,0.014,3.871,1.0,DES1755,,5003.0,MAIN_STORE,10.0,2025-11-24 11:50:05.315385,69.0,Customer_69,Customer,Net 0,919803665224.0,8,35,0,0,1,0,10.0,3642.9105396554023,1.0092981816637547
193,STORE_4_V10192,2025-08-26,SALE,110,LBL00181,1.0,14.631,14.528,0.0,10.896,750,MAIN_STORE,64796.34,5333.57,2025-08-26,H667650,NECKLACE LBL00031,NECKLACE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00181,H426503,NECKLACE LBL00181,NECKLACE,750.0,14.229,14.115,0.018,10.586,1.0,DES6549,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.353135,110.0,Customer_110,Customer,Net 0,918309186996.0,8,35,1,0,1,5,15.0,4460.100188594425,0.9552507040881919
194,STORE_4_V10193,2025-08-26,SALE,101,LBL00045,1.0,42.437,42.382,0.01,38.822,916,MAIN_STORE,235434.68,5876.86,2025-08-26,H667650,NECKLACE LBL00031,CHAIN,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,9,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10+ GM,GOLD RINGS,STORE_4,LBL00045,H476712,CHAIN LBL00045,CHAIN,916.0,37.99,37.63,0.134,34.47,1.0,DES2302,,5015.0,MAIN_STORE,4.0,2025-11-24 11:50:04.986280,101.0,Customer_101,Customer,Net 0,918143565474.0,8,35,1,0,1,10,15.0,5555.062867371458,1.0525547902863808
195,STORE_4_V10194,2025-08-26,SALE,69,LBL00096,1.0,12.786,12.685,0.027,11.619,916,MAIN_STORE,73328.83,5608.09,2025-08-26,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00096,H730421,EARRING LBL00096,EARRING,916.0,11.971,11.618,0.064,10.642,1.0,DES1107,,5007.0,MAIN_STORE,17.0,2025-11-24 11:50:05.135078,69.0,Customer_69,Customer,Net 0,919803665224.0,8,35,1,0,1,5,15.0,5780.750825325123,1.0044176641705178
196,STORE_4_V10195,2025-08-26,SALE,115,LBL00077,1.0,31.403,31.388,0.011,28.751,916,MAIN_STORE,168974.16,5458.6,2025-08-26,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,20–40 GM,GOLD NECKLACE,STORE_4,LBL00077,H825318,BRACELET LBL00077,BRACELET,916.0,32.413,32.33,0.022,29.614,1.0,DES3686,,5003.0,MAIN_STORE,21.0,2025-11-24 11:50:05.078353,115.0,Customer_115,Customer,Net 0,917857641458.0,8,35,1,0,1,20,40.0,5383.399853976046,0.9776437720580784
197,STORE_4_V10196,2025-08-26,SALE,50,LBL00015,1.0,31.464,31.272,0.015,28.645,916,MAIN_STORE,181616.53,5823.58,2025-08-26,H667650,NECKLACE LBL00031,NECKLACE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,20–40 GM,GOLD NECKLACE,STORE_4,LBL00015,H359409,NECKLACE LBL00015,NECKLACE,916.0,31.49,31.248,0.0,28.623,1.0,DES9673,,5009.0,MAIN_STORE,12.0,2025-11-24 11:50:04.915761,50.0,Customer_50,Customer,Net 0,917594458674.0,8,35,1,0,1,20,40.0,5807.640195457911,1.0430122592023565
198,STORE_4_V10197,2025-08-26,SALE,102,LBL00011,1.0,23.793,23.554,0.093,21.575,916,MAIN_STORE,137100.18,5879.63,2025-08-26,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,20,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,15–30 GM,GOLD BRACELET,STORE_4,LBL00011,H430779,BRACELET LBL00011,BRACELET,916.0,27.37,27.067,0.032,24.793,1.0,DES8940,,5019.0,MAIN_STORE,20.0,2025-11-24 11:50:04.905797,102.0,Customer_102,Customer,Net 15,918389042400.0,8,35,1,0,1,15,30.0,5820.674797457978,1.0530509016058769
199,STORE_4_V10198,2025-08-26,SALE,68,LBL00164,1.0,15.315,15.022,0.01,8.788,585,MAIN_STORE,56833.65,5779.8,2025-08-26,H667650,NECKLACE LBL00031,BANGLE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00164,H859767,BANGLE LBL00164,BANGLE,585.0,14.599,14.274,0.01,8.35,1.0,DES1598,,5014.0,MAIN_STORE,19.0,2025-11-24 11:50:05.303927,68.0,Customer_68,Customer,Net 15,917517717617.0,8,35,1,0,1,10,20.0,3783.3608185753683,1.0351711929324885
200,STORE_4_V10199,2025-08-26,SALE,52,LBL00164,1.0,14.62,14.444,0.037,8.45,585,MAIN_STORE,50945.67,5779.18,2025-08-26,H667650,NECKLACE LBL00031,BANGLE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00164,H859767,BANGLE LBL00164,BANGLE,585.0,14.599,14.274,0.01,8.35,1.0,DES1598,,5014.0,MAIN_STORE,19.0,2025-11-24 11:50:05.303927,52.0,Customer_52,Customer,Net 30,918073127233.0,8,35,1,0,1,5,15.0,3527.1162055444333,1.0350601499656698
201,STORE_4_V10200,2025-08-27,SALE,17,LBL00186,1.0,17.495,17.357,0.0,15.899,916,MAIN_STORE,94243.64,5325.75,2025-08-27,H667650,NECKLACE LBL00031,BANGLE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00186,H287677,BANGLE LBL00186,BANGLE,916.0,16.551,16.409,0.087,15.031,1.0,DES8304,,5019.0,MAIN_STORE,20.0,2025-11-24 11:50:05.365077,17.0,Customer_17,Customer,Net 30,919476322069.0,8,35,2,0,1,10,20.0,5429.7191087331275,0.9538501298938026
202,STORE_4_V10201,2025-08-27,SALE,19,LBL00208,1.0,5.609,5.493,0.0,5.032,916,MAIN_STORE,28114.89,5443.53,2025-08-27,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00208,H169268,EARRING LBL00208,EARRING,916.0,5.796,5.508,0.05,5.045,1.0,DES6582,,5006.0,MAIN_STORE,16.0,2025-11-24 11:50:05.419888,19.0,Customer_19,Customer,Net 15,919857194152.0,8,35,2,0,1,0,10.0,5118.311465808944,0.9749447115581488
203,STORE_4_V10202,2025-08-27,SALE,21,LBL00073,1.0,6.591,6.22,0.022,3.639,585,MAIN_STORE,22911.45,5920.39,2025-08-27,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00073,H512160,BRACELET LBL00073,BRACELET,585.0,7.021,6.623,0.05,3.875,1.0,DES7775,,5010.0,MAIN_STORE,19.0,2025-11-24 11:50:05.062887,21.0,Customer_21,Customer,Net 0,917774797220.0,8,35,2,0,1,0,10.0,3683.5122695317896,1.0603510811664028
204,STORE_4_V10203,2025-08-27,SALE,66,LBL00125,1.0,30.0,29.449,0.077,26.975,916,MAIN_STORE,160418.05,5725.51,2025-08-27,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,20–40 GM,GOLD NECKLACE,STORE_4,LBL00125,H587467,BRACELET LBL00125,BRACELET,916.0,32.428,32.215,0.229,29.509,1.0,DES2932,,5006.0,MAIN_STORE,21.0,2025-11-24 11:50:05.205442,66.0,Customer_66,Customer,Net 0,918436192596.0,8,35,2,0,1,20,40.0,5447.317211201833,1.0254477692734856
205,STORE_4_V10204,2025-08-27,SALE,111,LBL00121,1.0,49.145,48.772,0.0,28.532,585,MAIN_STORE,170104.87,5515.47,2025-08-27,H667650,NECKLACE LBL00031,BANGLE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,9,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10+ GM,GOLD RINGS,STORE_4,LBL00121,H864605,BANGLE LBL00121,BANGLE,585.0,44.502,44.111,0.0,25.805,1.0,DES9154,,5015.0,MAIN_STORE,21.0,2025-11-24 11:50:05.195683,111.0,Customer_111,Customer,Net 0,918502020490.0,8,35,2,0,1,10,15.0,3487.7566331551584,0.9878292777402942
206,STORE_4_V10205,2025-08-27,SALE,36,LBL00157,1.0,16.181,15.832,0.01,11.874,750,MAIN_STORE,69253.47,5340.03,2025-08-27,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00157,H565330,BRACELET LBL00157,BRACELET,750.0,16.886,16.756,0.053,12.567,1.0,DES9290,,5000.0,MAIN_STORE,20.0,2025-11-24 11:50:05.287367,36.0,Customer_36,Customer,Net 15,918705490992.0,8,35,2,0,1,10,20.0,4374.271451852485,0.956407700161818
207,STORE_4_V10206,2025-08-27,SALE,95,LBL00029,1.0,4.898,4.564,0.0,2.67,585,MAIN_STORE,15676.47,5533.87,2025-08-27,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,1,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–5 GM,GOLD CHAINS,STORE_4,LBL00029,H668573,BRACELET LBL00029,BRACELET,585.0,4.413,4.05,0.0,2.369,1.0,DES3158,,5006.0,MAIN_STORE,18.0,2025-11-24 11:50:04.948888,95.0,Customer_95,Customer,Net 0,919095347470.0,8,35,2,0,1,0,5.0,3434.808625151484,0.9911247464329751
208,STORE_4_V10207,2025-08-27,SALE,89,LBL00189,1.0,9.777,9.327,0.0,8.544,916,MAIN_STORE,48622.59,5473.7,2025-08-27,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00189,H182361,EARRING LBL00189,EARRING,916.0,9.076,8.68,0.0,7.951,1.0,DES8629,,5018.0,MAIN_STORE,16.0,2025-11-24 11:50:05.372161,89.0,Customer_89,Customer,Net 30,918714513575.0,8,35,2,0,1,0,10.0,5213.100116532634,0.9803482056047893
209,STORE_4_V10208,2025-08-27,SALE,70,LBL00042,1.0,7.972,7.763,0.04,4.541,585,MAIN_STORE,27702.52,5849.17,2025-08-27,H667650,NECKLACE LBL00031,RING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00042,H899484,RING LBL00042,RING,585.0,6.824,6.696,0.014,3.917,1.0,DES5372,,5019.0,MAIN_STORE,8.0,2025-11-24 11:50:04.979076,70.0,Customer_70,Customer,Net 30,917049110293.0,8,35,2,0,1,0,10.0,3568.5323240329353,1.0475954681070145
210,STORE_4_V10209,2025-08-27,SALE,6,LBL00162,1.0,40.05,39.847,0.0,23.31,585,MAIN_STORE,151576.91,5858.7,2025-08-27,H667650,NECKLACE LBL00031,BANGLE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,9,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10+ GM,GOLD RINGS,STORE_4,LBL00162,H906859,BANGLE LBL00162,BANGLE,585.0,39.183,38.945,0.0,22.783,1.0,DES2609,,5016.0,MAIN_STORE,21.0,2025-11-24 11:50:05.298948,6.0,Customer_6,Customer,Net 15,917334729865.0,8,35,2,0,1,10,15.0,3803.972851055968,1.049302305967952
211,STORE_4_V10210,2025-08-27,SALE,91,LBL00141,1.0,15.082,15.071,0.011,8.817,585,MAIN_STORE,50163.81,5340.71,2025-08-27,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00141,H975671,EARRING LBL00141,EARRING,585.0,15.305,15.015,0.015,8.784,1.0,DES9537,,5009.0,MAIN_STORE,17.0,2025-11-24 11:50:05.245098,91.0,Customer_91,Customer,Net 15,919155313861.0,8,35,2,0,1,10,20.0,3328.4988833853836,0.9565294892221997
212,STORE_4_V10211,2025-08-27,SALE,79,LBL00208,1.0,5.129,5.018,0.077,4.596,916,MAIN_STORE,26951.23,5269.65,2025-08-27,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00208,H169268,EARRING LBL00208,EARRING,916.0,5.796,5.508,0.05,5.045,1.0,DES6582,,5006.0,MAIN_STORE,16.0,2025-11-24 11:50:05.419888,79.0,Customer_79,Customer,Net 0,919893241312.0,8,35,2,0,1,0,10.0,5370.909651074203,0.943802532412313
213,STORE_4_V10212,2025-08-28,SALE,56,LBL00179,1.0,18.149,18.042,0.038,16.526,916,MAIN_STORE,108250.21,5892.5,2025-08-28,H667650,NECKLACE LBL00031,NECKLACE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00179,H248433,NECKLACE LBL00179,NECKLACE,916.0,17.902,17.387,0.047,15.926,1.0,DES5641,,5018.0,MAIN_STORE,11.0,2025-11-24 11:50:05.348104,56.0,Customer_56,Customer,Net 30,917933885988.0,8,35,3,0,1,10,20.0,5999.900454500584,1.0553559386751596
214,STORE_4_V10213,2025-08-28,SALE,109,LBL00046,1.0,7.683,7.345,0.0,6.728,916,MAIN_STORE,41672.69,5583.65,2025-08-28,H667650,NECKLACE LBL00031,RING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00046,H240600,RING LBL00046,RING,916.0,7.735,7.265,0.08,6.655,1.0,DES9230,,5019.0,MAIN_STORE,8.0,2025-11-24 11:50:04.988720,109.0,Customer_109,Customer,Net 30,919814963909.0,8,35,3,0,1,0,10.0,5673.6125699642525,1.0000404220591523
215,STORE_4_V10214,2025-08-28,SALE,102,LBL00173,1.0,19.261,18.73,0.0,17.157,916,MAIN_STORE,106093.24,5570.81,2025-08-28,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00173,H434652,BRACELET LBL00173,BRACELET,916.0,19.598,19.191,0.025,17.579,1.0,DES8227,,5003.0,MAIN_STORE,20.0,2025-11-24 11:50:05.332246,102.0,Customer_102,Customer,Net 15,918389042400.0,8,35,3,0,1,10,20.0,5664.347802223822,0.9977407580366511
216,STORE_4_V10215,2025-08-28,SALE,65,LBL00022,1.0,4.066,3.858,0.0,2.893,750,MAIN_STORE,19013.15,5913.88,2025-08-28,H667650,NECKLACE LBL00031,RING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,1,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–5 GM,GOLD CHAINS,STORE_4,LBL00022,H954441,RING LBL00022,RING,750.0,4.535,4.36,0.103,3.27,1.0,DES1482,,5017.0,MAIN_STORE,7.0,2025-11-24 11:50:04.932563,65.0,Customer_65,Customer,Net 15,917337057834.0,8,35,3,0,1,0,5.0,4928.238743328475,1.0591851300148074
217,STORE_4_V10216,2025-08-28,SALE,106,LBL00193,1.0,9.365,8.902,0.0,8.154,916,MAIN_STORE,45955.47,5299.9,2025-08-28,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00193,H342948,EARRING LBL00193,EARRING,916.0,8.676,8.236,0.016,7.544,1.0,DES4666,,5004.0,MAIN_STORE,16.0,2025-11-24 11:50:05.381151,106.0,Customer_106,Customer,Net 15,918568812602.0,8,35,3,0,1,0,10.0,5162.37529067903,0.9492203545837045
218,STORE_4_V10217,2025-08-28,SALE,100,LBL00079,1.0,13.074,13.0,0.0,9.75,750,MAIN_STORE,61079.08,5699.63,2025-08-28,H667650,NECKLACE LBL00031,CHAIN,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00079,H764873,CHAIN LBL00079,CHAIN,750.0,12.023,11.79,0.047,8.842,1.0,DES6946,,5002.0,MAIN_STORE,3.0,2025-11-24 11:50:05.084763,100.0,Customer_100,Customer,Net 0,918040735415.0,8,35,3,0,1,5,15.0,4698.390407816123,1.020812620916606
219,STORE_4_V10218,2025-08-28,SALE,116,LBL00052,1.0,8.689,8.546,0.015,7.828,916,MAIN_STORE,49579.57,5706.21,2025-08-28,H667650,NECKLACE LBL00031,PENDANT,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00052,H533108,PENDANT LBL00052,PENDANT,916.0,7.851,7.414,0.046,6.791,1.0,DES4646,,5006.0,MAIN_STORE,10.0,2025-11-24 11:50:05.003820,116.0,Customer_116,Customer,Net 30,918605548088.0,8,35,3,0,1,0,10.0,5801.4935874685725,1.0219911091773581
220,STORE_4_V10219,2025-08-28,SALE,29,LBL00188,1.0,22.728,22.512,0.0,20.621,916,MAIN_STORE,128906.14,5654.06,2025-08-28,H667650,NECKLACE LBL00031,BRACELET,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,20,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,15–30 GM,GOLD BRACELET,STORE_4,LBL00188,H957150,BRACELET LBL00188,BRACELET,916.0,22.744,22.562,0.025,20.667,1.0,DES4246,,5017.0,MAIN_STORE,20.0,2025-11-24 11:50:05.369726,29.0,Customer_29,Customer,Net 15,919719748617.0,8,35,3,0,1,15,30.0,5726.107599231183,1.012650962855439
221,STORE_4_V10220,2025-08-28,SALE,62,LBL00136,1.0,6.4,6.198,0.0,5.677,916,MAIN_STORE,35605.39,5865.39,2025-08-28,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00136,H805139,EARRING LBL00136,EARRING,916.0,6.054,5.675,0.0,5.198,1.0,DES8849,,5015.0,MAIN_STORE,16.0,2025-11-24 11:50:05.232622,62.0,Customer_62,Customer,Net 0,919556498528.0,8,35,3,0,1,0,10.0,5744.657027322196,1.0505004954002368
222,STORE_4_V10221,2025-08-28,SALE,84,LBL00025,1.0,14.634,14.598,0.017,13.372,916,MAIN_STORE,77686.85,5344.44,2025-08-28,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00025,H192059,EARRING LBL00025,EARRING,916.0,15.29,14.996,0.023,13.736,1.0,DES7262,,5016.0,MAIN_STORE,17.0,2025-11-24 11:50:04.940041,84.0,Customer_84,Customer,Net 15,918244608630.0,8,35,3,0,1,5,15.0,5321.745765053723,0.9571975380387051
223,STORE_4_V10222,2025-08-28,SALE,69,LBL00240,1.0,14.707,14.389,0.005,10.792,750,MAIN_STORE,58907.73,5278.67,2025-08-28,H667650,NECKLACE LBL00031,CHAIN,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,19,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,5–15 GM,GOLD BRACELET,STORE_4,LBL00240,H261760,CHAIN LBL00240,CHAIN,750.0,17.634,17.206,0.094,12.904,1.0,DES5726,,5004.0,MAIN_STORE,3.0,2025-11-24 11:50:05.496380,69.0,Customer_69,Customer,Net 0,919803665224.0,8,35,3,0,1,5,15.0,4093.9416155437066,0.9454180284779644
224,STORE_4_V10223,2025-08-28,SALE,57,LBL00156,1.0,47.256,46.682,0.0,27.309,585,MAIN_STORE,157252.63,5584.77,2025-08-28,H667650,NECKLACE LBL00031,NECKLACE,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,9,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10+ GM,GOLD RINGS,STORE_4,LBL00156,H915572,NECKLACE LBL00156,NECKLACE,585.0,49.968,49.776,0.197,29.119,1.0,DES4311,,5002.0,MAIN_STORE,13.0,2025-11-24 11:50:05.284883,57.0,Customer_57,Customer,Net 30,917331578205.0,8,35,3,0,1,10,15.0,3368.592318911094,1.0002410158056634
225,STORE_4_V10224,2025-08-29,SALE,110,LBL00149,1.0,18.153,17.828,0.0,13.371,750,MAIN_STORE,78980.54,5438.72,2025-08-29,H667650,NECKLACE LBL00031,CHAIN,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,11,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,10–20 GM,GOLD NECKLACE,STORE_4,LBL00149,H724103,CHAIN LBL00149,CHAIN,750.0,15.697,15.348,0.091,11.511,1.0,DES2914,,5009.0,MAIN_STORE,3.0,2025-11-24 11:50:05.263251,110.0,Customer_110,Customer,Net 0,918309186996.0,8,35,4,0,1,10,20.0,4430.139980360108,0.9740832330575078
226,STORE_4_V10225,2025-08-29,SALE,95,LBL00046,1.0,7.192,6.783,0.0,6.213,916,MAIN_STORE,37195.53,5494.46,2025-08-29,H667650,NECKLACE LBL00031,RING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,10,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–10 GM,GOLD NECKLACE,STORE_4,LBL00046,H240600,RING LBL00046,RING,916.0,7.735,7.265,0.08,6.655,1.0,DES9230,,5019.0,MAIN_STORE,8.0,2025-11-24 11:50:04.988720,95.0,Customer_95,Customer,Net 0,919095347470.0,8,35,4,0,1,0,10.0,5483.63917387009,0.9840663539776187
227,STORE_4_V10226,2025-08-29,SALE,52,LBL00211,1.0,4.615,4.29,0.0,3.93,916,MAIN_STORE,23744.94,5478.04,2025-08-29,H667650,NECKLACE LBL00031,EARRING,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,1,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,0–5 GM,GOLD CHAINS,STORE_4,LBL00211,H827851,EARRING LBL00211,EARRING,916.0,4.678,4.273,0.266,3.914,1.0,DES4869,,5005.0,MAIN_STORE,15.0,2025-11-24 11:50:05.427324,52.0,Customer_52,Customer,Net 30,918073127233.0,8,35,4,0,1,0,5.0,5534.9497587529695,0.9811255063725196
228,STORE_4_V10227,2025-08-29,SALE,42,LBL00036,1.0,30.296,30.022,0.012,27.5,916,MAIN_STORE,172481.27,5649.12,2025-08-29,H667650,NECKLACE LBL00031,CHAIN,916.0,11.102,10.966,0.024,9.718,1.0,DES6119,,5009.0,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_18,Customer,Net 30,918403731150.0,20–40 GM,GOLD NECKLACE,STORE_4,LBL00036,H293079,CHAIN LBL00036,CHAIN,916.0,31.068,31.051,0.016,28.443,1.0,DES6203,,5004.0,MAIN_STORE,4.0,2025-11-24 11:50:04.965657,42.0,Customer_42,Customer,Net 0,917922656948.0,8,35,4,0,1,20,40.0,5745.162356100114,1.0117662011520776
