movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store
317,V10316,2025-09-15,SALE,60,LBL00063,1,9.77,9.543,0.05,8.741,916,MAIN_STORE,55981.77,5779.76,2025-09-15,H643899,NECKLACE LBL00063,NECKLACE,916,9.738,9.582,0.022,8.778,1,DES9812,,5012,MAIN_STORE,10,2025-11-24 11:50:05.031913,Customer_60,Customer,Net 15,+919961788388,0–10 GM,GOLD NECKLACE,MAIN_STORE
318,V10317,2025-09-15,SALE,98,LBL00140,1,5.171,4.691,0.0,3.518,750,MAIN_STORE,20253.54,5518.18,2025-09-15,H922072,PENDANT LBL00140,PENDANT,750,5.171,4.936,0.096,3.702,1,DES7782,,5001,MAIN_STORE,10,2025-11-24 11:50:05.242820,Customer_98,Customer,Net 30,+919645686265,0–10 GM,GOLD NECKLACE,MAIN_STORE
319,V10318,2025-09-16,SALE,108,LBL00163,1,15.172,14.753,0.0,11.065,750,MAIN_STORE,62783.71,5226.05,2025-09-16,H809589,BANGLE LBL00163,BANGLE,750,15.444,15.072,0.0,11.304,1,DES3174,,5006,MAIN_STORE,20,2025-11-24 11:50:05.301456,Customer_108,Customer,Net 15,+918479723230,15–30 GM,GOLD BRACELET,MAIN_STORE
320,V10319,2025-09-16,SALE,95,LBL00218,1,18.542,18.103,0.0,16.582,916,MAIN_STORE,104389.54,5927.93,2025-09-16,H908812,BRACELET LBL00218,BRACELET,916,19.098,18.736,0.028,17.162,1,DES7208,,5010,MAIN_STORE,20,2025-11-24 11:50:05.444447,Customer_95,Customer,Net 0,+919095347470,15–30 GM,GOLD BRACELET,MAIN_STORE
321,V10320,2025-09-16,SALE,8,LBL00247,1,11.079,10.495,0.0,9.613,916,MAIN_STORE,56570.91,5291.51,2025-09-16,H288531,PENDANT LBL00247,PENDANT,916,11.125,10.77,0.02,9.864,1,DES8444,,5016,MAIN_STORE,11,2025-11-24 11:50:05.514087,Customer_8,Customer,Net 0,+917434758564,10–20 GM,GOLD NECKLACE,MAIN_STORE
322,V10321,2025-09-16,SALE,109,LBL00230,1,4.743,4.426,0.269,2.589,585,MAIN_STORE,19773.92,5552.8,2025-09-16,H993916,RING LBL00230,RING,585,4.603,4.191,0.129,2.452,1,DES5819,,5001,MAIN_STORE,7,2025-11-24 11:50:05.472686,Customer_109,Customer,Net 30,+919814963909,2–5 GM,GOLD RINGS,MAIN_STORE
323,V10322,2025-09-16,SALE,13,LBL00149,1,15.782,15.474,0.246,11.605,750,MAIN_STORE,69650.43,5278.5,2025-09-16,H724103,CHAIN LBL00149,CHAIN,750,15.697,15.348,0.091,11.511,1,DES2914,,5009,MAIN_STORE,3,2025-11-24 11:50:05.263251,Customer_13,Customer,Net 0,+919448250186,10–20 GM,GOLD CHAINS,MAIN_STORE
324,V10323,2025-09-16,SALE,85,LBL00112,1,6.906,6.327,0.0,5.796,916,MAIN_STORE,37617.58,5833.4,2025-09-16,H241081,RING LBL00112,RING,916,6.906,6.327,0.0,5.796,1,DES2999,,5008,MAIN_STORE,8,2025-11-24 11:50:05.175451,Customer_85,Customer,Net 15,+917635708419,5–10 GM,GOLD RINGS,MAIN_STORE
325,V10324,2025-09-16,SALE,90,LBL00101,1,46.74,46.239,0.006,42.355,916,MAIN_STORE,235936.0,5419.45,2025-09-16,H252436,NECKLACE LBL00101,NECKLACE,916,47.957,47.54,0.003,43.547,1,DES1531,,5018,MAIN_STORE,13,2025-11-24 11:50:05.148013,Customer_90,Customer,Net 15,+917365411459,40+ GM,GOLD NECKLACE,MAIN_STORE
326,V10325,2025-09-17,SALE,100,LBL00035,1,44.288,43.824,0.0,40.143,916,MAIN_STORE,228749.74,5342.53,2025-09-17,H684413,BANGLE LBL00035,BANGLE,916,44.288,43.824,0.0,40.143,1,DES9732,,5003,MAIN_STORE,21,2025-11-24 11:50:04.962931,Customer_100,Customer,Net 0,+918040735415,30+ GM,GOLD BRACELET,MAIN_STORE
327,V10326,2025-09-17,SALE,16,LBL00105,1,9.656,9.33,0.0,5.458,585,MAIN_STORE,33518.01,5556.29,2025-09-17,H804737,PENDANT LBL00105,PENDANT,585,9.656,9.497,0.027,5.556,1,DES5659,,5019,MAIN_STORE,10,2025-11-24 11:50:05.157938,Customer_16,Customer,Net 15,+917453179940,0–10 GM,GOLD NECKLACE,MAIN_STORE
328,V10327,2025-09-17,SALE,21,LBL00024,1,26.235,25.749,0.017,23.586,916,MAIN_STORE,138488.24,5723.27,2025-09-17,H458388,BRACELET LBL00024,BRACELET,916,25.175,24.997,0.05,22.897,1,DES7436,,5004,MAIN_STORE,20,2025-11-24 11:50:04.937538,Customer_21,Customer,Net 0,+917774797220,15–30 GM,GOLD BRACELET,MAIN_STORE
329,V10328,2025-09-17,SALE,110,LBL00214,1,32.402,32.199,0.0,29.494,916,MAIN_STORE,184934.23,5917.41,2025-09-17,H720928,BRACELET LBL00214,BRACELET,916,31.91,31.651,0.024,28.992,1,DES8584,,5010,MAIN_STORE,21,2025-11-24 11:50:05.434565,Customer_110,Customer,Net 0,+918309186996,30+ GM,GOLD BRACELET,MAIN_STORE
330,V10329,2025-09-17,SALE,87,LBL00013,1,10.236,10.05,0.0,7.538,750,MAIN_STORE,44276.5,5514.14,2025-09-17,H308535,RING LBL00013,RING,750,10.439,10.365,0.014,7.774,1,DES9202,,5014,MAIN_STORE,9,2025-11-24 11:50:04.910806,Customer_87,Customer,Net 0,+919043780174,10+ GM,GOLD RINGS,MAIN_STORE
331,V10330,2025-09-18,SALE,13,LBL00064,1,6.253,5.97,0.0,4.478,750,MAIN_STORE,25909.56,5269.09,2025-09-18,H870881,CHAIN LBL00064,CHAIN,750,6.357,5.986,0.017,4.49,1,DES1643,,5017,MAIN_STORE,2,2025-11-24 11:50:05.034508,Customer_13,Customer,Net 0,+919448250186,5–10 GM,GOLD CHAINS,MAIN_STORE
332,V10331,2025-09-18,SALE,17,LBL00057,1,9.601,9.474,0.019,5.542,585,MAIN_STORE,34396.43,5675.66,2025-09-18,H913920,PENDANT LBL00057,PENDANT,585,9.726,9.45,0.019,5.528,1,DES1685,,5019,MAIN_STORE,10,2025-11-24 11:50:05.016711,Customer_17,Customer,Net 30,+919476322069,0–10 GM,GOLD NECKLACE,MAIN_STORE
333,V10332,2025-09-18,SALE,76,LBL00150,1,15.494,15.331,0.0,14.043,916,MAIN_STORE,82182.96,5271.1,2025-09-18,H839525,CHAIN LBL00150,CHAIN,916,15.494,15.331,0.0,14.043,1,DES6152,,5001,MAIN_STORE,3,2025-11-24 11:50:05.265934,Customer_76,Customer,Net 0,+918403731150,10–20 GM,GOLD CHAINS,MAIN_STORE
334,V10333,2025-09-18,SALE,104,LBL00114,1,38.575,38.489,0.002,22.516,585,MAIN_STORE,136174.66,5898.73,2025-09-18,H650131,BANGLE LBL00114,BANGLE,585,39.36,39.073,0.008,22.858,1,DES4438,,5006,MAIN_STORE,21,2025-11-24 11:50:05.180508,Customer_104,Customer,Net 0,+917483312111,30+ GM,GOLD BRACELET,MAIN_STORE
335,V10334,2025-09-18,SALE,74,LBL00237,1,28.997,28.731,0.118,21.548,750,MAIN_STORE,124796.59,5246.08,2025-09-18,H321476,BRACELET LBL00237,BRACELET,750,27.796,27.393,0.092,20.544,1,DES3841,,5015,MAIN_STORE,20,2025-11-24 11:50:05.489589,Customer_74,Customer,Net 0,+918371454094,15–30 GM,GOLD BRACELET,MAIN_STORE
336,V10335,2025-09-18,SALE,46,LBL00045,1,36.212,36.075,0.0,33.045,916,MAIN_STORE,189585.04,5543.9,2025-09-18,H476712,CHAIN LBL00045,CHAIN,916,37.99,37.63,0.134,34.47,1,DES2302,,5015,MAIN_STORE,4,2025-11-24 11:50:04.986280,Customer_46,Customer,Net 30,+919451001264,20–50 GM,GOLD CHAINS,MAIN_STORE
337,V10336,2025-09-18,SALE,80,LBL00158,1,50.913,50.539,0.089,46.294,916,MAIN_STORE,276039.79,5519.57,2025-09-18,H937838,NECKLACE LBL00158,NECKLACE,916,50.707,50.539,0.026,46.294,1,DES8907,,5016,MAIN_STORE,13,2025-11-24 11:50:05.289720,Customer_80,Customer,Net 30,+918687418351,40+ GM,GOLD NECKLACE,MAIN_STORE
338,V10337,2025-09-18,SALE,12,LBL00016,1,7.868,7.693,0.0,4.5,585,MAIN_STORE,28131.11,5684.5,2025-09-18,H449773,PENDANT LBL00016,PENDANT,585,8.338,7.948,0.068,4.65,1,DES9027,,5012,MAIN_STORE,10,2025-11-24 11:50:04.918150,Customer_12,Customer,Net 30,+919821263164,0–10 GM,GOLD NECKLACE,MAIN_STORE
339,V10338,2025-09-18,SALE,81,LBL00064,1,6.413,5.816,0.079,4.362,750,MAIN_STORE,29603.14,5932.42,2025-09-18,H870881,CHAIN LBL00064,CHAIN,750,6.357,5.986,0.017,4.49,1,DES1643,,5017,MAIN_STORE,2,2025-11-24 11:50:05.034508,Customer_81,Customer,Net 15,+919556073288,5–10 GM,GOLD CHAINS,MAIN_STORE
340,V10339,2025-09-18,SALE,62,LBL00092,1,10.981,10.65,0.017,9.755,916,MAIN_STORE,58034.59,5629.44,2025-09-18,H669902,EARRING LBL00092,EARRING,916,11.102,10.966,0.016,10.045,1,DES1094,,5019,MAIN_STORE,17,2025-11-24 11:50:05.123491,Customer_62,Customer,Net 0,+919556498528,10+ GM,GOLD EARRING,MAIN_STORE
341,V10340,2025-09-19,SALE,4,LBL00047,1,49.434,49.236,0.0,28.803,585,MAIN_STORE,175231.81,5804.64,2025-09-19,H591534,CHAIN LBL00047,CHAIN,585,50.06,49.754,0.006,29.106,1,DES7126,,5005,MAIN_STORE,5,2025-11-24 11:50:04.991343,Customer_4,Customer,Net 30,+917174603960,50+ GM,GOLD CHAINS,MAIN_STORE
342,V10341,2025-09-19,SALE,61,LBL00208,1,5.885,5.563,0.1,5.096,916,MAIN_STORE,32581.12,5921.4,2025-09-19,H169268,EARRING LBL00208,EARRING,916,5.796,5.508,0.05,5.045,1,DES6582,,5006,MAIN_STORE,16,2025-11-24 11:50:05.419888,Customer_61,Customer,Net 30,+919474899565,5–10 GM,GOLD EARRING,MAIN_STORE
343,V10342,2025-09-19,SALE,31,LBL00169,1,7.534,7.367,0.017,6.748,916,MAIN_STORE,42001.11,5937.42,2025-09-19,H645865,RING LBL00169,RING,916,7.454,7.098,0.051,6.502,1,DES6119,,5000,MAIN_STORE,8,2025-11-24 11:50:05.318617,Customer_31,Customer,Net 30,+918033895513,5–10 GM,GOLD RINGS,MAIN_STORE
344,V10343,2025-09-19,SALE,103,LBL00217,1,3.3,3.061,0.0,2.296,750,MAIN_STORE,14274.28,5648.65,2025-09-19,H172988,PENDANT LBL00217,PENDANT,750,3.372,3.139,0.006,2.354,1,DES2781,,5019,MAIN_STORE,10,2025-11-24 11:50:05.441947,Customer_103,Customer,Net 30,+919473979489,0–10 GM,GOLD NECKLACE,MAIN_STORE
345,V10344,2025-09-19,SALE,46,LBL00179,1,17.936,17.387,0.0,15.926,916,MAIN_STORE,93913.24,5476.45,2025-09-19,H248433,NECKLACE LBL00179,NECKLACE,916,17.902,17.387,0.047,15.926,1,DES5641,,5018,MAIN_STORE,11,2025-11-24 11:50:05.348104,Customer_46,Customer,Net 30,+919451001264,10–20 GM,GOLD NECKLACE,MAIN_STORE
346,V10345,2025-09-19,SALE,73,LBL00037,1,68.313,67.743,0.027,39.63,585,MAIN_STORE,217491.92,5350.52,2025-09-19,H862398,NECKLACE LBL00037,NECKLACE,585,66.907,66.509,0.009,38.908,1,DES1483,,5010,MAIN_STORE,13,2025-11-24 11:50:04.968295,Customer_73,Customer,Net 15,+919252209366,40+ GM,GOLD NECKLACE,MAIN_STORE
347,V10346,2025-09-20,SALE,78,LBL00060,1,16.543,16.404,0.048,9.596,585,MAIN_STORE,57402.48,5462.19,2025-09-20,H772550,CHAIN LBL00060,CHAIN,585,17.535,17.416,0.03,10.188,1,DES1630,,5016,MAIN_STORE,3,2025-11-24 11:50:05.023759,Customer_78,Customer,Net 0,+917657978181,10–20 GM,GOLD CHAINS,MAIN_STORE
348,V10347,2025-09-20,SALE,17,LBL00207,1,30.5,30.289,0.0,27.745,916,MAIN_STORE,170183.45,5828.66,2025-09-20,H266744,BRACELET LBL00207,BRACELET,916,33.383,33.291,0.02,30.495,1,DES8903,,5012,MAIN_STORE,21,2025-11-24 11:50:05.417260,Customer_17,Customer,Net 30,+919476322069,30+ GM,GOLD BRACELET,MAIN_STORE
349,V10348,2025-09-21,SALE,76,LBL00038,1,33.816,33.39,0.0,30.585,916,MAIN_STORE,197231.18,5830.23,2025-09-21,H534152,CHAIN LBL00038,CHAIN,916,35.89,35.478,0.0,32.498,1,DES7737,,5009,MAIN_STORE,4,2025-11-24 11:50:04.970834,Customer_76,Customer,Net 0,+918403731150,20–50 GM,GOLD CHAINS,MAIN_STORE
350,V10349,2025-09-21,SALE,10,LBL00246,1,6.325,6.095,0.119,5.583,916,MAIN_STORE,32843.43,5297.24,2025-09-21,H927251,RING LBL00246,RING,916,6.325,6.095,0.048,5.583,1,DES7974,,5019,MAIN_STORE,8,2025-11-24 11:50:05.511366,Customer_10,Customer,Net 30,+918654984428,5–10 GM,GOLD RINGS,MAIN_STORE
351,V10350,2025-09-22,SALE,21,LBL00250,1,23.12,22.678,0.04,20.773,916,MAIN_STORE,133835.83,5911.87,2025-09-22,H545405,CHAIN LBL00250,CHAIN,916,23.412,22.944,0.054,21.016,1,DES1121,,5018,MAIN_STORE,4,2025-11-24 11:50:05.521337,Customer_21,Customer,Net 0,+917774797220,20–50 GM,GOLD CHAINS,MAIN_STORE
352,V10351,2025-09-22,SALE,91,LBL00045,1,39.768,39.186,0.267,35.894,916,MAIN_STORE,218621.5,5663.8,2025-09-22,H476712,CHAIN LBL00045,CHAIN,916,37.99,37.63,0.134,34.47,1,DES2302,,5015,MAIN_STORE,4,2025-11-24 11:50:04.986280,Customer_91,Customer,Net 15,+919155313861,20–50 GM,GOLD CHAINS,MAIN_STORE
353,V10352,2025-09-22,SALE,76,LBL00171,1,2.612,2.121,0.015,1.591,750,MAIN_STORE,9618.95,5717.28,2025-09-22,H436467,EARRING LBL00171,EARRING,750,2.577,2.316,0.076,1.738,1,DES4285,,5006,MAIN_STORE,15,2025-11-24 11:50:05.324604,Customer_76,Customer,Net 0,+918403731150,2–5 GM,GOLD EARRING,MAIN_STORE
354,V10353,2025-09-22,SALE,1,LBL00187,1,26.466,25.896,0.039,23.721,916,MAIN_STORE,157797.18,5935.91,2025-09-22,H472899,CHAIN LBL00187,CHAIN,916,27.536,27.339,0.018,25.042,1,DES6119,,5010,MAIN_STORE,4,2025-11-24 11:50:05.367511,Customer_1,Customer,Net 30,+918786505393,20–50 GM,GOLD CHAINS,MAIN_STORE
355,V10354,2025-09-23,SALE,78,LBL00047,1,51.94,51.742,0.022,30.269,585,MAIN_STORE,190094.04,5629.37,2025-09-23,H591534,CHAIN LBL00047,CHAIN,585,50.06,49.754,0.006,29.106,1,DES7126,,5005,MAIN_STORE,5,2025-11-24 11:50:04.991343,Customer_78,Customer,Net 0,+917657978181,50+ GM,GOLD CHAINS,MAIN_STORE
356,V10355,2025-09-23,SALE,43,LBL00037,1,63.322,62.872,0.0,36.78,585,MAIN_STORE,217350.35,5453.46,2025-09-23,H862398,NECKLACE LBL00037,NECKLACE,585,66.907,66.509,0.009,38.908,1,DES1483,,5010,MAIN_STORE,13,2025-11-24 11:50:04.968295,Customer_43,Customer,Net 15,+917093206686,40+ GM,GOLD NECKLACE,MAIN_STORE
357,V10356,2025-09-24,SALE,91,LBL00211,1,4.678,4.273,0.266,3.914,916,MAIN_STORE,26700.09,5544.34,2025-09-24,H827851,EARRING LBL00211,EARRING,916,4.678,4.273,0.266,3.914,1,DES4869,,5005,MAIN_STORE,15,2025-11-24 11:50:05.427324,Customer_91,Customer,Net 15,+919155313861,2–5 GM,GOLD EARRING,MAIN_STORE
358,V10357,2025-09-24,SALE,89,LBL00064,1,6.15,6.1,0.016,4.575,750,MAIN_STORE,27152.62,5740.1,2025-09-24,H870881,CHAIN LBL00064,CHAIN,750,6.357,5.986,0.017,4.49,1,DES1643,,5017,MAIN_STORE,2,2025-11-24 11:50:05.034508,Customer_89,Customer,Net 30,+918714513575,5–10 GM,GOLD CHAINS,MAIN_STORE
359,V10358,2025-09-24,SALE,94,LBL00113,1,10.728,10.47,0.0,9.591,916,MAIN_STORE,56590.06,5577.55,2025-09-24,H445200,EARRING LBL00113,EARRING,916,10.873,10.616,0.016,9.724,1,DES9635,,5013,MAIN_STORE,17,2025-11-24 11:50:05.178000,Customer_94,Customer,Net 15,+919402158803,10+ GM,GOLD EARRING,MAIN_STORE
360,V10359,2025-09-25,SALE,13,LBL00097,1,2.449,1.95,0.065,1.786,916,MAIN_STORE,11554.6,5716.32,2025-09-25,H673929,RING LBL00097,RING,916,2.449,1.95,0.065,1.786,1,DES5556,,5019,MAIN_STORE,7,2025-11-24 11:50:05.137640,Customer_13,Customer,Net 0,+919448250186,2–5 GM,GOLD RINGS,MAIN_STORE
361,V10360,2025-09-25,SALE,103,LBL00019,1,9.674,9.165,0.0,8.395,916,MAIN_STORE,46815.72,5411.71,2025-09-25,H755602,PENDANT LBL00019,PENDANT,916,9.54,9.263,0.084,8.485,1,DES5953,,5007,MAIN_STORE,10,2025-11-24 11:50:04.925601,Customer_103,Customer,Net 30,+919473979489,0–10 GM,GOLD NECKLACE,MAIN_STORE
362,V10361,2025-09-25,SALE,22,LBL00088,1,4.275,3.741,0.0,2.188,585,MAIN_STORE,13637.5,5616.14,2025-09-25,H756883,BANGLE LBL00088,BANGLE,585,3.964,3.77,0.036,2.206,1,DES3960,,5003,MAIN_STORE,18,2025-11-24 11:50:05.111709,Customer_22,Customer,Net 30,+918724674934,0–5 GM,GOLD BRACELET,MAIN_STORE
363,V10362,2025-09-25,SALE,44,LBL00024,1,24.882,24.522,0.089,22.462,916,MAIN_STORE,138137.28,5728.72,2025-09-25,H458388,BRACELET LBL00024,BRACELET,916,25.175,24.997,0.05,22.897,1,DES7436,,5004,MAIN_STORE,20,2025-11-24 11:50:04.937538,Customer_44,Customer,Net 30,+918185226852,15–30 GM,GOLD BRACELET,MAIN_STORE
364,V10363,2025-09-25,SALE,22,LBL00168,1,7.148,6.78,0.008,3.966,585,MAIN_STORE,21981.53,5297.4,2025-09-25,H589554,PENDANT LBL00168,PENDANT,585,6.998,6.618,0.014,3.871,1,DES1755,,5003,MAIN_STORE,10,2025-11-24 11:50:05.315385,Customer_22,Customer,Net 30,+918724674934,0–10 GM,GOLD NECKLACE,MAIN_STORE
365,V10364,2025-09-25,SALE,53,LBL00049,1,7.449,7.028,0.278,4.111,585,MAIN_STORE,29222.79,5611.19,2025-09-25,H596864,PENDANT LBL00049,PENDANT,585,7.178,7.028,0.112,4.111,1,DES3253,,5005,MAIN_STORE,10,2025-11-24 11:50:04.996299,Customer_53,Customer,Net 0,+918100558894,0–10 GM,GOLD NECKLACE,MAIN_STORE
366,V10365,2025-09-25,SALE,31,LBL00077,1,32.612,32.545,0.029,29.811,916,MAIN_STORE,180239.56,5825.5,2025-09-25,H825318,BRACELET LBL00077,BRACELET,916,32.413,32.33,0.022,29.614,1,DES3686,,5003,MAIN_STORE,21,2025-11-24 11:50:05.078353,Customer_31,Customer,Net 30,+918033895513,30+ GM,GOLD BRACELET,MAIN_STORE
367,V10366,2025-09-25,SALE,1,LBL00093,1,13.3,13.038,0.016,9.779,750,MAIN_STORE,59479.4,5671.94,2025-09-25,H617437,EARRING LBL00093,EARRING,750,13.3,13.02,0.014,9.765,1,DES4897,,5006,MAIN_STORE,17,2025-11-24 11:50:05.126499,Customer_1,Customer,Net 30,+918786505393,10+ GM,GOLD EARRING,MAIN_STORE
368,V10367,2025-09-25,SALE,4,LBL00025,1,14.974,14.842,0.088,13.595,916,MAIN_STORE,80647.69,5283.58,2025-09-25,H192059,EARRING LBL00025,EARRING,916,15.29,14.996,0.023,13.736,1,DES7262,,5016,MAIN_STORE,17,2025-11-24 11:50:04.940041,Customer_4,Customer,Net 30,+917174603960,10+ GM,GOLD EARRING,MAIN_STORE
369,V10368,2025-09-25,SALE,101,LBL00079,1,11.931,11.686,0.045,8.764,750,MAIN_STORE,52122.37,5414.48,2025-09-25,H764873,CHAIN LBL00079,CHAIN,750,12.023,11.79,0.047,8.842,1,DES6946,,5002,MAIN_STORE,3,2025-11-24 11:50:05.084763,Customer_101,Customer,Net 0,+918143565474,10–20 GM,GOLD CHAINS,MAIN_STORE
370,V10369,2025-09-26,SALE,48,LBL00048,1,5.022,4.49,0.004,4.113,916,MAIN_STORE,23064.85,5256.9,2025-09-26,H993522,RING LBL00048,RING,916,5.301,5.234,0.007,4.794,1,DES7348,,5015,MAIN_STORE,8,2025-11-24 11:50:04.993783,Customer_48,Customer,Net 0,+917162076186,5–10 GM,GOLD RINGS,MAIN_STORE
371,V10370,2025-09-26,SALE,29,LBL00068,1,25.44,24.936,0.006,22.841,916,MAIN_STORE,143137.68,5762.85,2025-09-26,H583757,BRACELET LBL00068,BRACELET,916,25.44,24.936,0.006,22.841,1,DES3727,,5013,MAIN_STORE,20,2025-11-24 11:50:05.048579,Customer_29,Customer,Net 15,+919719748617,15–30 GM,GOLD BRACELET,MAIN_STORE
372,V10371,2025-09-26,SALE,86,LBL00022,1,4.573,4.36,0.041,3.27,750,MAIN_STORE,20275.44,5765.87,2025-09-26,H954441,RING LBL00022,RING,750,4.535,4.36,0.103,3.27,1,DES1482,,5017,MAIN_STORE,7,2025-11-24 11:50:04.932563,Customer_86,Customer,Net 0,+918443831341,2–5 GM,GOLD RINGS,MAIN_STORE
373,V10372,2025-09-26,SALE,108,LBL00016,1,8.722,8.484,0.042,4.963,585,MAIN_STORE,31431.33,5607.89,2025-09-26,H449773,PENDANT LBL00016,PENDANT,585,8.338,7.948,0.068,4.65,1,DES9027,,5012,MAIN_STORE,10,2025-11-24 11:50:04.918150,Customer_108,Customer,Net 15,+918479723230,0–10 GM,GOLD NECKLACE,MAIN_STORE
374,V10373,2025-09-26,SALE,74,LBL00122,1,10.166,9.636,0.015,8.827,916,MAIN_STORE,53961.35,5507.29,2025-09-26,H947228,RING LBL00122,RING,916,9.981,9.636,0.043,8.827,1,DES3947,,5019,MAIN_STORE,8,2025-11-24 11:50:05.198137,Customer_74,Customer,Net 0,+918371454094,5–10 GM,GOLD RINGS,MAIN_STORE
375,V10374,2025-09-26,SALE,65,LBL00009,1,16.596,16.249,0.08,14.884,916,MAIN_STORE,93149.92,5709.44,2025-09-26,H780956,BANGLE LBL00009,BANGLE,916,15.392,14.974,0.028,13.716,1,DES7332,,5007,MAIN_STORE,20,2025-11-24 11:50:04.900958,Customer_65,Customer,Net 15,+917337057834,15–30 GM,GOLD BRACELET,MAIN_STORE
376,V10375,2025-09-26,SALE,97,LBL00031,1,35.876,35.601,0.0,32.611,916,MAIN_STORE,195416.11,5803.05,2025-09-26,H667650,NECKLACE LBL00031,NECKLACE,916,36.856,36.352,0.12,33.298,1,DES4314,,5004,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_97,Customer,Net 30,+917842240083,20–40 GM,GOLD NECKLACE,MAIN_STORE
377,V10376,2025-09-26,SALE,11,LBL00109,1,20.403,19.81,0.01,18.146,916,MAIN_STORE,109304.66,5813.13,2025-09-26,H486473,NECKLACE LBL00109,NECKLACE,916,20.403,19.81,0.064,18.146,1,DES7208,,5002,MAIN_STORE,12,2025-11-24 11:50:05.167977,Customer_11,Customer,Net 0,+917829441721,20–40 GM,GOLD NECKLACE,MAIN_STORE
378,V10377,2025-09-27,SALE,117,LBL00082,1,27.443,27.004,0.0,24.736,916,MAIN_STORE,149545.57,5622.8,2025-09-27,H677079,CHAIN LBL00082,CHAIN,916,27.248,26.791,0.008,24.54,1,DES7235,,5001,MAIN_STORE,4,2025-11-24 11:50:05.094389,Customer_117,Customer,Net 0,+917368570209,20–50 GM,GOLD CHAINS,MAIN_STORE
379,V10378,2025-09-27,SALE,36,LBL00220,1,52.912,52.595,0.0,48.177,916,MAIN_STORE,292926.67,5670.49,2025-09-27,H328182,BANGLE LBL00220,BANGLE,916,47.412,47.055,0.017,43.102,1,DES3276,,5018,MAIN_STORE,21,2025-11-24 11:50:05.449438,Customer_36,Customer,Net 15,+918705490992,30+ GM,GOLD BRACELET,MAIN_STORE
380,V10379,2025-09-27,SALE,15,LBL00108,1,17.795,17.54,0.0,16.067,916,MAIN_STORE,101202.22,5641.61,2025-09-27,H197649,BRACELET LBL00108,BRACELET,916,19.342,19.018,0.018,17.42,1,DES5903,,5010,MAIN_STORE,20,2025-11-24 11:50:05.165490,Customer_15,Customer,Net 30,+919397199956,15–30 GM,GOLD BRACELET,MAIN_STORE
381,V10380,2025-09-27,SALE,119,LBL00026,1,1.757,1.685,0.0,1.543,916,MAIN_STORE,9993.41,5845.24,2025-09-27,H810929,EARRING LBL00026,EARRING,916,1.757,1.685,0.0,1.543,1,DES4726,,5013,MAIN_STORE,14,2025-11-24 11:50:04.942369,Customer_119,Customer,Net 0,+919667185159,0–2 GM,GOLD EARRING,MAIN_STORE
382,V10381,2025-09-27,SALE,53,LBL00225,1,39.898,39.732,0.146,36.395,916,MAIN_STORE,213092.67,5660.41,2025-09-27,H315651,BANGLE LBL00225,BANGLE,916,39.898,39.732,0.146,36.395,1,DES6187,,5009,MAIN_STORE,21,2025-11-24 11:50:05.461298,Customer_53,Customer,Net 0,+918100558894,30+ GM,GOLD BRACELET,MAIN_STORE
383,V10382,2025-09-27,SALE,52,LBL00071,1,8.82,8.725,0.068,7.992,916,MAIN_STORE,47698.43,5512.23,2025-09-27,H194834,EARRING LBL00071,EARRING,916,9.556,9.174,0.076,8.404,1,DES9202,,5003,MAIN_STORE,16,2025-11-24 11:50:05.056316,Customer_52,Customer,Net 30,+918073127233,5–10 GM,GOLD EARRING,MAIN_STORE
384,V10383,2025-09-28,SALE,31,LBL00177,1,8.608,8.569,0.046,7.849,916,MAIN_STORE,47749.29,5866.38,2025-09-28,H316612,PENDANT LBL00177,PENDANT,916,8.608,8.569,0.021,7.849,1,DES9888,,5011,MAIN_STORE,10,2025-11-24 11:50:05.343785,Customer_31,Customer,Net 30,+918033895513,0–10 GM,GOLD NECKLACE,MAIN_STORE
385,V10384,2025-09-28,SALE,102,LBL00210,1,9.442,9.253,0.017,5.413,585,MAIN_STORE,34656.1,5838.64,2025-09-28,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,0.014,5.761,1,DES6606,,5017,MAIN_STORE,11,2025-11-24 11:50:05.424876,Customer_102,Customer,Net 15,+918389042400,10–20 GM,GOLD NECKLACE,MAIN_STORE
386,V10385,2025-09-28,SALE,112,LBL00249,1,15.949,15.805,0.019,14.477,916,MAIN_STORE,88744.0,5541.82,2025-09-28,H472566,BANGLE LBL00249,BANGLE,916,15.949,15.805,0.087,14.477,1,DES4698,,5005,MAIN_STORE,20,2025-11-24 11:50:05.518992,Customer_112,Customer,Net 30,+918899277934,15–30 GM,GOLD BRACELET,MAIN_STORE
387,V10386,2025-09-28,SALE,94,LBL00069,1,9.185,8.929,0.027,6.697,750,MAIN_STORE,41643.55,5540.83,2025-09-28,H408721,EARRING LBL00069,EARRING,750,9.006,8.692,0.091,6.519,1,DES1893,,5016,MAIN_STORE,16,2025-11-24 11:50:05.051106,Customer_94,Customer,Net 15,+919402158803,5–10 GM,GOLD EARRING,MAIN_STORE
